trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
158,False,"{'a': 0.999, 'e': 0.8537822855004545}",25,0,-117.11237707769078,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
159,False,"{'a': 0.999, 'e': 0.8529285032149541}",20,0,-90.81502974043248,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
160,False,"{'a': 0.999, 'e': 0.8520755747117391}",25,0,-170.115117103318,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
161,False,"{'a': 0.999, 'e': 0.8512234991370274}",20,0,-138.2313299813104,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
162,False,"{'a': 0.999, 'e': 0.8503722756378904}",20,0,-109.68843609476032,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
163,False,"{'a': 0.999, 'e': 0.8495219033622525}",25,0,-60.990636885143175,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
164,False,"{'a': 0.999, 'e': 0.8486723814588902}",25,0,-117.22251135581762,"{0: 14, 1: 4, 2: 3, 3: 4, 4: 0}",0
165,False,"{'a': 0.999, 'e': 0.8478237090774313}",20,0,-76.76931749115965,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
166,False,"{'a': 0.999, 'e': 0.8469758853683539}",20,0,-73.40533242218346,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
167,False,"{'a': 0.999, 'e': 0.8461289094829856}",25,0,-23.346953581476843,"{0: 19, 1: 4, 2: 1, 3: 1, 4: 0}",0
168,False,"{'a': 0.999, 'e': 0.8452827805735026}",20,0,-124.28221228975528,"{0: 12, 1: 0, 2: 4, 3: 3, 4: 1}",0
169,False,"{'a': 0.999, 'e': 0.8444374977929291}",20,0,-96.46479809627311,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
170,False,"{'a': 0.999, 'e': 0.8435930602951361}",30,8,-106.07992852291795,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 2}",1
171,False,"{'a': 0.999, 'e': 0.842749467234841}",30,0,-114.49960013147215,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
172,False,"{'a': 0.999, 'e': 0.8419067177676062}",25,0,-45.67967188010047,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
173,False,"{'a': 0.999, 'e': 0.8410648110498385}",20,0,-42.59081263554095,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
174,False,"{'a': 0.999, 'e': 0.8402237462387887}",20,0,-99.9901340359098,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
175,False,"{'a': 0.999, 'e': 0.8393835224925499}",30,0,-44.005820235049725,"{0: 24, 1: 0, 2: 5, 3: 1, 4: 0}",0
176,False,"{'a': 0.999, 'e': 0.8385441389700574}",20,0,-183.08063877619807,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 4}",0
177,False,"{'a': 0.999, 'e': 0.8377055948310873}",20,0,-103.92442485107716,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
178,False,"{'a': 0.999, 'e': 0.8368678892362562}",25,0,-178.56393653276842,"{0: 15, 1: 2, 2: 3, 3: 2, 4: 3}",0
179,False,"{'a': 0.999, 'e': 0.83603102134702}",30,10,-123.8645763827079,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",1
180,False,"{'a': 0.999, 'e': 0.8351949903256729}",20,9,-29.395426411306335,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 0}",1
181,False,"{'a': 0.999, 'e': 0.8343597953353473}",20,0,-69.27326412152597,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
